OBJECTID,type,ident,Latitude,Longitude,y_proj,x_proj,comment,display,symbol,dist,proximity,color,altitude,depth,temp,time,wpt_class,sub_class,attrib,link,state,country,city,address,zip,facility,crossroad,ete,dtype,model,filename,ltime,magvar,geoidheigh,desc_,fix,sat,hdop,vdop,pdop,ageofdgpsd,dgpsid,dir,LiDAR_Slope,Digital_Elevation_Model,Wind_Exposure,GeoMapUnit,slide_regime,pair,pair_linear_dist_m,iron_pan,slope_deg_field
11,WAYPOINT,18,57.082453999999998,-135.288751999999988,944682.227014229982160,1117085.601262249983847, , ,"Flag, Blue",0.000000000000000, , ,76.069999999999993,0.000000000000000,0.000000000000000,2019/06/17 23:19:16, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/06/17 15:19:16,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,10.8516064,76.7600021,3.000000000000000,Qu,high,9.000000000000000,57.020181000000001,1.000000000000000,9.000000000000000
12,WAYPOINT,20,57.083947000000002,-135.286353999999989,944882.638635950046591,1117178.616431609960273, , ,"Flag, Blue",0.000000000000000, , ,63.570000000000000,0.000000000000000,0.000000000000000,2019/06/18 19:09:23, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/06/18 11:09:23,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,7.0788250,74.3885727,5.333333333333330,Qu,low,10.000000000000000,92.093699999999998,0.000000000000000,5.000000000000000
13,WAYPOINT,21,57.078761000000000,-135.269633999999996,944608.048864179989323,1118311.281668219948187, , ,"Flag, Blue",0.000000000000000, , ,93.829999999999998,0.000000000000000,0.000000000000000,2019/06/18 22:50:27, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/06/18 14:50:27,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,11.0852461,91.1231003,2.666666666666670,Qu,low,11.000000000000000,128.909492000000000,1.000000000000000,10.000000000000000
14,WAYPOINT,22,57.077680000000001,-135.268884000000014,944504.787863429985009,1118388.449229029938579, , ,"Flag, Blue",0.000000000000000, , ,117.219999999999999,0.000000000000000,0.000000000000000,2019/06/19 18:57:04, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/06/19 10:57:04,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,10.5104828,107.6988068,1.666666666666670,KJkk,high,11.000000000000000,128.909492000000000,1.000000000000000,10.000000000000000
15,WAYPOINT,23,57.078865999999998,-135.259467000000001,944790.554671450052410,1118898.851817559916526, , ,"Flag, Blue",0.000000000000000, , ,99.090000000000003,0.000000000000000,0.000000000000000,2019/06/19 21:12:10, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/06/19 13:12:10,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,6.5394001,119.9617157,1.666666666666670,Qu,low,12.000000000000000,326.924586999999974,1.000000000000000,6.000000000000000
16,WAYPOINT,24,57.075964999999997,-135.259400999999997,944480.672559340018779,1118992.853056930005550, , ,"Flag, Blue",0.000000000000000, , ,170.879999999999995,0.000000000000000,0.000000000000000,2019/06/20 19:07:38, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/06/20 11:07:38,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,8.3348475,162.3522797,1.000000000000000,KJkk,high,12.000000000000000,326.924586999999974,0.000000000000000,7.000000000000000
17,WAYPOINT,25,57.077550000000002,-135.291413000000006,944111.674809779971838,1117083.129576710052788, , ,"Flag, Blue",0.000000000000000, , ,63.469999999999999,0.000000000000000,0.000000000000000,2019/06/21 18:40:40, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/06/21 10:40:40,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,5.9429102,56.8041916,4.000000000000000,Qu,low,13.000000000000000,186.110627999999991,0.000000000000000,5.000000000000000
18,WAYPOINT,26,57.078994000000002,-135.292950999999988,944240.628591269953176,1116948.935442710062489, , ,"Flag, Blue",0.000000000000000, , ,74.239999999999995,0.000000000000000,0.000000000000000,2019/06/21 21:05:05, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/06/21 13:05:05,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,8.4593430,78.9100037,2.333333333333330,KJkk,high,13.000000000000000,186.110627999999991,0.000000000000000,9.000000000000000
19,WAYPOINT,6,57.063574000000003,-135.326124999999990,942029.635754029965028,1115498.337593360105529, , ,"Flag, Blue",0.000000000000000, , ,57.590000000000003,0.000000000000000,0.000000000000000,2019/06/11 17:54:51, , , , , , , , , , , , , ,garmin eTrex 20 Sof, ,2019/06/11 09:54:51,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,11.0684061,44.4437332,8.666666666666670,Ks,low,3.000000000000000,187.193008999999989,1.000000000000000,6.000000000000000
20,WAYPOINT,7,57.061996999999998,-135.298050999999987,942332.451779340044595,1117179.740563309984282, , ,"Flag, Blue",0.000000000000000, , ,66.859999999999999,0.000000000000000,0.000000000000000,2019/06/11 20:55:01, , , , , , , , , , , , , ,garmin eTrex 20 Sof, ,2019/06/11 12:55:01,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,5.2390251,41.8987007,5.000000000000000,Qu,low,4.000000000000000,170.426498000000009,0.000000000000000,6.000000000000000
21,WAYPOINT,8,57.060827000000003,-135.296242000000007,942237.439684009994380,1117321.225209679920226, , ,"Flag, Blue",0.000000000000000, , ,54.500000000000000,0.000000000000000,0.000000000000000,2019/06/12 17:56:22, , , , , , , , , , , , , ,garmin eTrex 20 Sof, ,2019/06/12 09:56:22,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,8.8710842,62.3664017,3.666666666666667,Ks,high,4.000000000000000,170.426498000000009,1.000000000000000,5.000000000000000
22,WAYPOINT,9,57.063996000000003,-135.294236000000012,942610.961658749962226,1117339.557484660064802, , ,"Flag, Blue",0.000000000000000, , ,71.890000000000001,0.000000000000000,0.000000000000000,2019/06/12 20:16:04, , , , , , , , , , , , , ,garmin eTrex 20 Sof, ,2019/06/12 12:16:04,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,9.5992317,60.1599998,3.666666666666670,Qu,high,5.000000000000000,142.625447000000008,0.000000000000000,8.000000000000000
23,WAYPOINT,10,57.063845999999998,-135.296575999999988,942555.511790249962360,1117208.152347000082955, , ,"Flag, Blue",0.000000000000000, , ,33.780000000000001,0.000000000000000,0.000000000000000,2019/06/12 21:56:47, , , , , , , , , , , , , ,garmin eTrex 20 Sof, ,2019/06/12 13:56:47,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,8.2922001,50.7271423,4.333333333333330,Qu,low,5.000000000000000,142.625447000000008,1.000000000000000,10.000000000000000
24,WAYPOINT,11,57.072513999999998,-135.296358999999995,943488.533374910010025,1116951.879734559915960, , ,"Flag, Blue",0.000000000000000, , ,35.430000000000000,0.000000000000000,0.000000000000000,2019/06/13 18:11:55, , , , , , , , , , , , , ,garmin eTrex 20 Sof, ,2019/06/13 10:11:55,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,10.6332302,55.2833328,4.333333333333330,Ks,low,6.000000000000000,297.928984000000014,1.000000000000000,10.000000000000000
25,WAYPOINT,12,57.073262000000000,-135.301085000000000,943489.259328590007499,1116653.951558829983696, , ,"Flag, Blue",0.000000000000000, , ,56.990000000000002,0.000000000000000,0.000000000000000,2019/06/13 20:45:24, , , , , , , , , , , , , ,garmin eTrex 20 Sof, ,2019/06/13 12:45:24,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,15.0241375,75.9618301,3.666666666666670,Ks,high,6.000000000000000,297.928984000000014,0.000000000000000,10.000000000000000
26,WAYPOINT,13,57.070171999999999,-135.289093000000008,943359.662596690002829,1117446.931992609985173, , ,"Flag, Blue",0.000000000000000, , ,68.019999999999996,0.000000000000000,0.000000000000000,2019/06/14 19:07:36, , , , , , , , , , , , , ,garmin eTrex 20 Sof, ,2019/06/14 11:07:36,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,3.7644453,49.4350014,2.333333333333330,Qu,low,7.000000000000000,86.113536999999994,1.000000000000000,5.000000000000000
27,WAYPOINT,14,57.069867000000002,-135.287786000000011,943348.954667230020277,1117532.377209889935330, , ,"Flag, Blue",0.000000000000000, , ,76.200000000000003,0.000000000000000,0.000000000000000,2019/06/14 20:49:15, , , , , , , , , , , , , ,garmin eTrex 20 Sof, ,2019/06/14 12:49:15,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,7.2976794,58.9566650,1.000000000000000,Ks,high,7.000000000000000,86.113536999999994,0.000000000000000,6.000000000000000
28,WAYPOINT,33,57.067341999999996,-135.309504000000004,942712.959082709974609,1116348.056698030093685, , ,"Flag, Blue",0.000000000000000, , ,69.510000000000005,0.000000000000000,0.000000000000000,2019/06/28 20:13:13, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/06/28 12:13:13,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,10.9625139,66.4150009,5.666666666666670,Ks,low,17.000000000000000,112.616964999999993,1.000000000000000,9.000000000000000
29,WAYPOINT,34,57.068271000000003,-135.310229999999990,942800.367587149958126,1116277.047328670043498, , ,"Flag, Blue",0.000000000000000, , ,74.989999999999995,0.000000000000000,0.000000000000000,2019/06/28 21:57:00, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/06/28 13:57:00,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,9.4978161,82.5100021,5.666666666666670,Ks,high,17.000000000000000,112.616964999999993,0.000000000000000,9.000000000000000
30,WAYPOINT,35,57.096730999999998,-135.280555999999990,946350.808198880054988,1117118.626338979927823, , ,"Flag, Blue",0.000000000000000, , ,112.129999999999995,0.000000000000000,0.000000000000000,2019/07/01 20:51:27, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/01 12:51:27,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,5.8138180,110.6287613,3.333333333333330,KJkk,low,18.000000000000000,142.764202000000012,0.000000000000000,5.000000000000000
31,WAYPOINT,36,57.097113000000000,-135.282808999999986,946353.868440220016055,1116975.894863920053467, , ,"Flag, Blue",0.000000000000000, , ,136.189999999999998,0.000000000000000,0.000000000000000,2019/07/01 22:21:19, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/01 14:21:19,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,8.7747717,125.5999985,4.000000000000000,KJkk,high,18.000000000000000,142.764202000000012,1.000000000000000,8.000000000000000
32,WAYPOINT,37,57.079132999999999,-135.248461999999989,945004.755709670018405,1119528.762723220046610, , ,"Flag, Blue",0.000000000000000, , ,172.539999999999992,0.000000000000000,0.000000000000000,2019/07/03 19:16:46, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/03 11:16:46,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,7.5890894,150.3820801,1.333333333333330,KJkk,low,19.000000000000000,185.184063000000009,0.000000000000000,6.000000000000000
33,WAYPOINT,38,57.077477000000002,-135.248275000000007,944830.389421010040678,1119591.128816149896011, , ,"Flag, Blue",0.000000000000000, , ,204.830000000000013,0.000000000000000,0.000000000000000,2019/07/03 21:29:02, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/03 13:29:02,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,9.5351582,193.8725891,1.333333333333330,KJkk,high,19.000000000000000,185.184063000000009,1.000000000000000,7.000000000000000
34,WAYPOINT,5,57.065221000000001,-135.326647000000008,942197.593116980046034,1115415.684271639911458, , ,"Flag, Blue",0.000000000000000, , ,54.490000000000002,0.000000000000000,0.000000000000000,2019/07/04 18:18:17, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/04 10:18:17,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,10.0161209,60.8143692,9.000000000000000,Ks,high,3.000000000000000,187.193008999999989,0.000000000000000,7.000000000000000
35,WAYPOINT,3,57.064363000000000,-135.334046000000001,941981.337850649957545,1115011.985772649990395, , ,"Flag, Blue",0.000000000000000, , ,30.550000000000001,0.000000000000000,0.000000000000000,2019/07/04 18:35:28, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/04 10:35:28,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,6.2750273,26.6700001,7.666666666666670,Ks,high,2.000000000000000,113.886275999999995,0.000000000000000,5.000000000000000
36,WAYPOINT,4,57.063643999999996,-135.335381000000012,941881.821625840035267,1114956.609032759908587, , ,"Flag, Blue",0.000000000000000, , ,31.480000000000000,0.000000000000000,0.000000000000000,2019/07/04 18:47:03, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/04 10:47:03,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,11.4269924,22.3299999,8.666666666666670,Ks,low,2.000000000000000,113.886275999999995,1.000000000000000,10.000000000000000
37,WAYPOINT,1,57.072437999999998,-135.301605999999992,943392.262112720054574,1116647.933160670101643, , ,"Flag, Blue",0.000000000000000, , ,91.719999999999999,0.000000000000000,0.000000000000000,2019/07/04 20:11:59, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/04 12:11:59,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,7.3320670,73.9813309,2.666666666666670,Ks,low,1.000000000000000,122.215970999999996,0.000000000000000,6.000000000000000
38,WAYPOINT,2,57.072915999999999,-135.303423000000009,943412.964498440036550,1116527.483375129988417, , ,"Flag, Blue",0.000000000000000, , ,100.409999999999997,0.000000000000000,0.000000000000000,2019/07/04 20:21:18, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/04 12:21:18,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,11.7560272,98.4850006,4.666666666666670,Ks,high,1.000000000000000,122.215970999999996,0.000000000000000,10.000000000000000
39,WAYPOINT,39,57.079234999999997,-135.246028999999993,945056.593389880028553,1119668.253312899963930, , ,"Flag, Blue",0.000000000000000, , ,186.270000000000010,0.000000000000000,0.000000000000000,2019/07/05 20:15:02, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/05 12:15:02,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,8.9277973,166.7250061,1.000000000000000,KJkk,low,20.000000000000000,200.682750999999996,0.000000000000000,8.000000000000000
40,WAYPOINT,40,57.077523999999997,-135.247048000000007,944856.000311980023980,1119662.255431239958853, , ,"Flag, Blue",0.000000000000000, , ,201.840000000000003,0.000000000000000,0.000000000000000,2019/07/05 21:20:39, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/05 13:20:39,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,9.0663929,196.0800018,1.000000000000000,KJkk,high,20.000000000000000,200.682750999999996,1.000000000000000,11.000000000000000
41,WAYPOINT,41,57.069781999999996,-135.303821999999997,943070.107730729971081,1116602.757570300018415, , ,"Flag, Blue",0.000000000000000, , ,80.099999999999994,0.000000000000000,0.000000000000000,2019/07/08 18:55:42, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/08 10:55:42,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,10.0202990,65.9936905,6.333333333333330,Ks,low,21.000000000000000,183.752686000000011,0.000000000000000,10.000000000000000
42,WAYPOINT,42,57.071379999999998,-135.304552000000001,943229.176023600040935,1116510.766699689906090, , ,"Flag, Blue",0.000000000000000, , ,89.489999999999995,0.000000000000000,0.000000000000000,2019/07/08 21:58:25, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/08 13:58:25,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,7.7292728,94.8562622,5.333333333333330,Ks,high,21.000000000000000,183.752686000000011,0.000000000000000,7.000000000000000
43,WAYPOINT,43,57.074565000000000,-135.299033000000009,943663.472363710054196,1116732.820881380001083, , ,"Flag, Blue",0.000000000000000, , ,84.370000000000005,0.000000000000000,0.000000000000000,2019/07/10 19:26:02, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/10 11:26:02,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,9.5997038,78.2686539,5.666666666666670,Ks,high,22.000000000000000,209.405836999999991,0.000000000000000,3.000000000000000
44,WAYPOINT,44,57.074148000000001,-135.295659000000001,943675.502350609982386,1116941.880947859957814, , ,"Flag, Blue",0.000000000000000, , ,77.579999999999998,0.000000000000000,0.000000000000000,2019/07/10 22:14:33, , , , , , , , , , , , , ,garmin GPSMAP 64st, ,2019/07/10 14:14:33,0.000000000000000,0.000000000000000, , ,0,0.0000000,0.0000000,0.0000000,0,0, ,5.2757378,77.9634628,5.666666666666670,Ks,low,22.000000000000000,209.405836999999991,1.000000000000000,6.000000000000000
